КОД КП ;КОД ЗКППТР ;ВИПУСК ЄТКД ;ВИПУСК ДКХП ;ПРОФЕСІЙНА НАЗВА РОБОТИ ;
2221.2 ;20380 ;;78 ;Лікар-отоларинголог ;
2221.2;;;;Лікар-отоларинголог-онколог;
2221.2 ;20383 ;;78 ;Лікар-офтальмолог ;
2225.2 ;20386 ;;78 ;Лікар-паразитолог ;
2212.2 ;20389 ;;78 ;Лікар-патологоанатом ;
2221.2 ;20392 ;;78 ;Лікар-педіатр ;
2221.2 ;- ;;78 ;Лікар-педіатр-неонатолог ;
2225.2 ;- ;;78 ;Лікар-профпатолог ;
2221.2 ;20417 ;;78 ;Лікар-психіатр ;
2221.2 ;- ;;78 ;Лікар-психолог ;
2221.2 ;- ;;78 ;Лікар-психотерапевт ;
2221.2 ;- ;;78 ;Лікар-психофізіолог ;
2221.2 ;- ;;78 ;Лікар-пульмонолог ;
2221.2 ;20423 ;;78 ;Лікар-радіолог ;
2221.2 ;;;;Лікар-ревматолог дитячий;
2221.2 ;- ;;78 ;Лікар-ревматолог ;
3221;;;;Лікар-резидент;
2229.2 ;20426 ;;78 ;Лікар-рентгенолог ;
2221.2 ;- ;;78 ;Лікар-рефлексотерапевт ;
2225.2 ;;;78 ;Лікар превентивної медицини ;
2221.2 ;- ;;78 ;Лікар-сексопатолог ;
3221 ;20449 ;;78 ;Лікар-стажист ;
2229.2 ;20456 ;;78 ;Лікар-статистик ;
2222.2 ;20459 ;;78 ;Лікар-стоматолог ;
2222.2 ;20462 ;;78 ;Лікар-стоматолог-ортодонт ;
2222.2 ;- ;;78 ;Лікар-стоматолог-ортопед ;
2222.2;;;;Лікар-стоматолог-пародонтолог;
2222.2 ;- ;;78 ;Лікар-стоматолог-терапевт ;
2222.2 ;20468 ;;78 ;Лікар-стоматолог-хірург ;
2229.2 ;;;78 ;Лікар-психіатр судовий ;
2221.2 ;- ;;78 ;Лікар-сурдолог ;
2221.2;20481;;78;Лікар-терапевт;
2221.2;20490;;78;Лікар-терапевт цехової лікарської дільниці;
2221.2 ;20493 ;;78 ;Лікар-токсиколог ;
2221.2 ;- ;;78 ;Лікар-трансплантолог ;
2221.2 ;- ;;78 ;Лікар-трансфузіолог ;
2221.2 ;20502 ;;78 ;Лікар-уролог ;
2229.2 ;20505 ;;78 ;Лікар-фізіотерапевт ;
2221.2 ;20508 ;;78 ;Лікар-фтизіатр ;
2221.2 ;;;;Лікар-хірург пластичний;
2221.2 ;- ;;78 ;Лікар-хірург серцево-судинний ;
2221.2 ;- ;;78 ;Лікар-хірург судинний ;
2221.2 ;- ;;78 ;Лікар-хірург торакальний ;
2222.2;;;;Лікар-хірург щелепно-лицевий;
2221.2 ;20517 ;;78 ;Лікар-хірург ;
2221.2;;;;Лікар-хірург-дерматолог;
2221.2 ;- ;;78 ;Лікар-хірург-онколог ;
2221.2 ;- ;;78 ;Лікар-хірург-проктолог ;
8340 ;;;67 ;Ліквідатор розливів нафти та нафтопродуктів у морі ;
2444.2 ;;;;Лінгвіст ;
7133 ;13370 ;;64 ;Ліпник архітектурних деталей ;
9322 ;13374 ;45 ;;Ліпник електрокерамічних виробів ;
7321 ;13372 ;65 ;;Ліпник скульптурного виробництва ;
6141 ;13376 ;;3 ;Лісник ;
1221.2 ;23163 ;;3 ;Лісничий ;
6141 ;13378 ;;3 ;Лісоруб ;
2451.2 ;23166 ;- ;;Літературний співробітник ;
2451.1 ;- ;- ;;Літературознавець ;
8333 ;13413 ;;87 ;Ліфтер ;
9213 ;13414 ;;87 ;Ловець бездоглядних тварин ;
2419.2 ;;;;Логіст ;
3229 ;23169 ;- ;;Логопед ;
3142 ;23172 ;;67 ;Лоцман ;
3142 ;;;67 ;Лоцман-оператор ;
8223 ;13422 ;;42 ;Лудильник (оцинковувач) електролітичним методом ;
8223 ;13417 ;;42 ;Лудильник гарячим способом ;
9322 ;13419 ;20 ;;Лудильник деталей приладів гарячим способом ;
8223 ;13424 ;;42 ;Лудильник дроту ;
8232 ;13428 ;27 ;;Лущильник плівки ;
3143 ;23164 ;- ;;Льотчик-випробувач ;
2149.2 ;;;;Льотчик-космонавт ;
3143 ;13380 ;;3, 68 ;Льотчик-спостерігач ;
7111 ;13432 ;;5 ;Люковий (гірничі роботи) ;
8159 ;13432 ;;19 ;Люковий (коксохімічне виробництво) ;
8159 ;13434 ;20 ;;Люмінофорник-екранувальник ;
3474 ;- ;- ;;Лялькар ;
8159 ;13440 ;20 ;;Магнезувальник-вакуумник ;
1239 ;;;;Майстер (сфера цивільного захисту) ;
1226.2 ;23190 ;;67 ;Майстер аварійно-рятувальних, суднопідіймальних, підводно-технічних та інших спеціальних робіт ;
1222.2 ;;;21 ;Майстер автомобільної газонаповнювальної станції ;
1226.2 ;23193 ;- ;;Майстер бази технічного обслуговування флоту ;
5141;;;;Майстер банно(лазне)-оздоровчих послуг;
1222.2 ;- ;- ;;Майстер біолокацій ;
1223.2 ;23419 ;;64 ;Майстер будівельних та монтажних робіт ;
1222.2 ;23199 ;- ;;Майстер буровий глибокого (структурно-розвідувального) буріння ;
1222.2 ;23205 ;- ;;Майстер буровий дільниці (служби, цеху) ;
1222.2 ;23200 ;- ;;Майстер буровий на підземних роботах ;
1222.2 ;23202 ;- ;;Майстер буровий свердловин ;
1222.2 ;23196 ;;74 ;Майстер буровий ;
1226.2 ;23206 ;- ;;Майстер вагонного депо ;
1226.2 ;23251 ;- ;;Майстер вантажного району ;
1226.2 ;23224 ;- ;;Майстер виправних та колійних робіт ;
1222.2 ;23394 ;- ;;Майстер виробництва ;
3340 ;;;;Майстер виробничого навчання водінню ;
3340 ;23395 ;;80 ;Майстер виробничого навчання ;
1222.2 ;23398 ;;1 ;Майстер виробничої дільниці ;
1222.2 ;23401 ;- ;;Майстер виробничої лабораторії ;
1222.2 ;23404 ;- ;;Майстер виробничої служби ;
